																
Item #	Pic File	Name	Value	Equip Stat	Skill Group	Mod1	Mod2	material	ID/Rep/St	Not identified name	Sprite Index	VarA	VarB	Equip X	Equip Y	Notes
1051	gem2	Crafting Moonstone	0	Gem	Misc	0	0	5	0	Crafting Item	396	0	0	0	0	A special Moonstone that allows to increase an item Enchant Strength by 2, up to 10 (right-click on an item with a base enchant to use)
1052	gem3	Crafting Topaz	0	Gem	Misc	0	0	5	0	Crafting Item	397	0	0	0	0	A special Topaz that allows to increase an item Enchant Strength by 2, up to 20 (right-click on an item with a base enchant to use)
1053	gem5	Crafting Amethyst	0	Gem	Misc	0	0	5	0	Crafting Item	399	0	0	0	0	A special Amethyst that allows to increase an item Enchant Strength by 3, up to 30 (right-click on an item with a base enchant to use)
1054	item214	Crafting Amber	0	Gem	Misc	0	0	0	0	Crafting Item	145	0	0	0	0	A special Amber dthat allows to increase an item Enchant Strength by 3, up to 40 (right-click on an item with a base enchant to use)
1055	gem7	Crafting Purple Topaz	0	Gem	Misc	0	0	5	0	Crafting Item	401	0	0	0	0	A special Purple Topaz that allows to increase an item Enchant Strength by 4, up to 50 (right-click on an item with a base enchant to use)
1056	gem4	Crafting Ruby	0	Gem	Misc	0	0	5	0	Crafting Item	398	0	0	0	0	A special Ruby that allows to increase an item Enchant Strength by 4, up to 60 (right-click on an item with a base enchant to use)
1057	gem8	Crafting Sunstone	0	Gem	Misc	0	0	5	0	Crafting Item	402	0	0	0	0	A special Sunstone that allows to increase an item Enchant Strength by 4, up to 70 (right-click on an item with a base enchant to use)
1058	gem9	Crafting Emerald	0	Gem	Misc	0	0	5	0	Crafting Item	403	0	0	0	0	A special Emerald that allows to increase an item Enchant Strength by 4, up to 80 (right-click on an item with a base enchant to use)
1059	gem10	Crafting Sapphire	0	Gem	Misc	0	0	5	0	Crafting Item	404	0	0	0	0	A special Sapphire that allows to increase an item Enchant Strength by 5, up to 90 (right-click on an item with a base enchant to use)
1060	gem1	Crafting Diamond	0	Gem	Misc	0	0	5	0	Crafting Item	395	0	0	0	0	A special Diamond that allows to increase an item Enchant Strength by 5, up to 100 (right-click on an item with a base enchant to use)
1061	crysball	The Eye	0	Gem	Misc	0	0	1	0	Crafting Item	354	0	0	0	0	This Eye allows to add a Special enchant to any equipment (right-click on an item with a base enchant to use)
1062	6hglass	Hourglass of Creation	0	Gem	Misc	0	0	2	0	Crafting Item	351	0	0	0	0	This Hourglass allows to add a second base enchant to any equipment (right-click on an item with a base enchant to use)
1063	7item361	Crafting Cube	0	Gem	Misc	0	1	2	0	Crafting Item	296	0	0	0	0	This Cube allows to increase the base Strength and the Special enchant strength of any equipment (right-click on an item with a base enchant to use)
1064	item327	Misterious Mirror	0	Gem	Misc	0	0	0	0	Crafting Item	126	0	0	0	0	This Mirror is able to create a copy of any equipment  (right-click on an item with a base enchant to use)
1065	7item362	Ascension Emerald	0	Gem	Misc	0	0	3	0	Crafting Item	300	0	0	0	0	The Ascension Emerald is a rare, mystical stone, shimmering with a deep green hue reminiscent of ancient emeralds. This enchanting gem holds the power to enhance the very essence of an item, elevating its tier (right-click on an unequipped item to increase its tier by 1, if available).
1066	wytprl	Scouring Pearl	0	Gem	Misc	0	0	4	0	Crafting Item	367	0	0	0	0	The Scouring Pearl is a mystical item valued for its power to erase one random enchant from any enchanted item.
1067	memcryst	Oracle’s Orb	0	Gem	Misc	0	0	1	0	Crafting Item	411	0	0	0	0	Description here.
1068	null	_potion/reagent	0	0	0	0	0	0	0	0	153	0	0	0	0	Description here.
1069	null	_potion/reagent	0	0	0	0	0	0	0	0	153	0	0	0	0	Description here.
1070	null	_potion/reagent	0	0	0	0	0	0	0	0	153	0	0	0	0	Description here.
1071	null	_potion/reagent	0	0	0	0	0	0	0	0	153	0	0	0	0	Description here.
1072	null	_potion/reagent	0	0	0	0	0	0	0	0	153	0	0	0	0	Description here.
1073	null	_potion/reagent	0	0	0	0	0	0	0	0	153	0	0	0	0	Description here.
1074	null	_potion/reagent	0	0	0	0	0	0	0	0	153	0	0	0	0	Description here.
1075	null	_potion/reagent	0	0	0	0	0	0	0	0	153	0	0	0	0	Description here.
1076	null	_potion/reagent	0	0	0	0	0	0	0	0	153	0	0	0	0	Description here.
1077	null	_potion/reagent	0	0	0	0	0	0	0	0	153	0	0	0	0	Description here.
1078	null	_potion/reagent	0	0	0	0	0	0	0	0	153	0	0	0	0	Description here.
1079	null	_potion/reagent	0	0	0	0	0	0	0	0	153	0	0	0	0	Description here.
1080	null	_potion/reagent	0	0	0	0	0	0	0	0	153	0	0	0	0	Description here.
1081	null	_potion/reagent	0	0	0	0	0	0	0	0	153	0	0	0	0	Description here.
1082	null	_potion/reagent	0	0	0	0	0	0	0	0	153	0	0	0	0	Description here.
1083	null	_potion/reagent	0	0	0	0	0	0	0	0	153	0	0	0	0	Description here.
1084	null	_potion/reagent	0	0	0	0	0	0	0	0	153	0	0	0	0	Description here.
1085	null	_potion/reagent	0	0	0	0	0	0	0	0	153	0	0	0	0	Description here.
1086	null	_potion/reagent	0	0	0	0	0	0	0	0	153	0	0	0	0	Description here.
1087	null	_potion/reagent	0	0	0	0	0	0	0	0	153	0	0	0	0	Description here.
1088	null	_potion/reagent	0	0	0	0	0	0	0	0	153	0	0	0	0	Description here.
1089	null	_potion/reagent	0	0	0	0	0	0	0	0	153	0	0	0	0	Description here.
1090	null	_potion/reagent	0	0	0	0	0	0	0	0	153	0	0	0	0	Description here.
1091	null	_potion/reagent	0	0	0	0	0	0	0	0	153	0	0	0	0	Description here.
1092	null	_potion/reagent	0	0	0	0	0	0	0	0	153	0	0	0	0	Description here.
1093	null	_potion/reagent	0	0	0	0	0	0	0	0	153	0	0	0	0	Description here.
1094	null	_potion/reagent	0	0	0	0	0	0	0	0	153	0	0	0	0	Description here.
1095	null	_potion/reagent	0	0	0	0	0	0	0	0	153	0	0	0	0	Description here.
1096	null	_potion/reagent	0	0	0	0	0	0	0	0	153	0	0	0	0	Description here.
1097	null	_potion/reagent	0	0	0	0	0	0	0	0	153	0	0	0	0	Description here.
1098	null	_potion/reagent	0	0	0	0	0	0	0	0	153	0	0	0	0	Description here.
1099	null	_potion/reagent	0	0	0	0	0	0	0	0	153	0	0	0	0	Description here.
1100	null	_potion/reagent	0	0	0	0	0	0	0	0	153	0	0	0	0	Description here.
1101	null	_potion/reagent	0	0	0	0	0	0	0	0	153	0	0	0	0	Description here.
1102	7item184	Torch Light	10	Sscroll	Misc	S1	1	2	1	Spell Scroll	230	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1103	7item184	Fire Bolt	20	Sscroll	Misc	S2	1	2	1	Spell Scroll	230	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1104	7item184	Fire Resistance	30	Sscroll	Misc	S3	1	2	1	Spell Scroll	230	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1105	7item184	Fire Aura	40	Sscroll	Misc	S4	1	2	1	Spell Scroll	230	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1106	7item185	Haste	50	Sscroll	Misc	S5	1	2	2	Spell Scroll	230	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1107	7item185	Fireball	75	Sscroll	Misc	S6	1	2	2	Spell Scroll	230	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1108	7item185	Fire Spike	100	Sscroll	Misc	S7	1	2	2	Spell Scroll	230	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1109	7item186	Immolation	150	Sscroll	Misc	S8	1	2	5	Spell Scroll	230	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1110	7item186	Meteor Shower	200	Sscroll	Misc	S9	1	2	5	Spell Scroll	230	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1111	7item186	Inferno	300	Sscroll	Misc	S10	1	2	5	Spell Scroll	230	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1112	7item183	Incinerate	500	Sscroll	Misc	S11	1	2	10	Spell Scroll	230	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1113	7item184	Wizard Eye	10	Sscroll	Misc	S12	1	2	1	Spell Scroll	230	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1114	7item184	Feather Fall	20	Sscroll	Misc	S13	1	2	1	Spell Scroll	230	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1115	7item184	Air Resistance	30	Sscroll	Misc	S14	1	2	1	Spell Scroll	230	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1116	7item184	Sparks	40	Sscroll	Misc	S15	1	2	1	Spell Scroll	230	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1117	7item185	Jump	50	Sscroll	Misc	S16	1	2	2	Spell Scroll	230	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1118	7item185	Shield	75	Sscroll	Misc	S17	1	2	2	Spell Scroll	230	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1119	7item185	Lightning Bolt	100	Sscroll	Misc	S18	1	2	2	Spell Scroll	230	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1120	7item186	Invisibility	150	Sscroll	Misc	S19	1	2	5	Spell Scroll	230	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1121	7item186	Implosion	200	Sscroll	Misc	S20	1	2	5	Spell Scroll	230	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1122	7item186	Fly	300	Sscroll	Misc	S21	1	2	5	Spell Scroll	230	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1123	7item183	Starburst	500	Sscroll	Misc	S22	1	2	10	Spell Scroll	230	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1124	7item184	Awaken	10	Sscroll	Misc	S23	1	2	1	Spell Scroll	230	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1125	7item184	Poison Spray	20	Sscroll	Misc	S24	1	2	1	Spell Scroll	230	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1126	7item184	Water Resistance	30	Sscroll	Misc	S25	1	2	1	Spell Scroll	230	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1127	7item184	Ice Bolt	40	Sscroll	Misc	S26	1	2	1	Spell Scroll	230	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1128	7item185	Water Walk	50	Sscroll	Misc	S27	1	2	2	Spell Scroll	230	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1129	7item185	Recharge Item	75	Sscroll	Misc	S28	1	2	2	Spell Scroll	230	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1130	7item185	Acid Burst	100	Sscroll	Misc	S29	1	2	2	Spell Scroll	230	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1131	7item186	Enchant Item	150	Sscroll	Misc	S30	1	2	5	Spell Scroll	230	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1132	7item186	Town Portal	200	Sscroll	Misc	S31	1	2	5	Spell Scroll	230	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1133	7item186	Ice Blast	300	Sscroll	Misc	S32	1	2	5	Spell Scroll	230	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1134	7item183	Lloyd's Beacon	500	Sscroll	Misc	S33	1	2	10	Spell Scroll	230	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1135	7item184	Stun	10	Sscroll	Misc	S34	1	2	1	Spell Scroll	230	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1136	7item184	Slow	20	Sscroll	Misc	S35	1	2	1	Spell Scroll	230	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1137	7item184	Earth Resistance	30	Sscroll	Misc	S36	1	2	1	Spell Scroll	230	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1138	7item184	Deadly Swarm	40	Sscroll	Misc	S37	1	2	1	Spell Scroll	230	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1139	7item185	Stone Skin	50	Sscroll	Misc	S38	1	2	2	Spell Scroll	230	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1140	7item185	Blades	75	Sscroll	Misc	S39	1	2	2	Spell Scroll	230	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1141	7item185	Stone to Flesh	100	Sscroll	Misc	S40	1	2	2	Spell Scroll	230	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1142	7item186	Rock Blast	150	Sscroll	Misc	S41	1	2	5	Spell Scroll	230	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1143	7item186	Telekinesis	200	Sscroll	Misc	S42	1	2	5	Spell Scroll	230	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1144	7item186	Death Blossom	300	Sscroll	Misc	S43	1	2	5	Spell Scroll	230	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
